asset.name,collection_slug,total_price,quantity,asset.num_sales,payment_token.usd_price,total_price_usd
adidasOriginalsIntotheMetaversePhase,adidasoriginals,16.782,15,368970.0,19752.7,33148.981139999996
alienfren,alienfrensnft,24.692,17,92.0,33580.12,48774.66004
apemfer,ape-mfers,0.847,4,9.0,7901.08,1673.0536900000002
avrilethseasonone,avril15s01,0.15,1,2.0,1975.27,296.2905
bananatheuntethered,cryptocoven,1.0,1,2.0,1975.8,1975.8
baug,mousebags,0.25,1,2.0,1975.27,493.8175
beepos,beepos,0.671299,6,13.0,11851.619999999999,1325.99677573
btch,btches,0.0873,13,35.0,25678.51,172.441071
cralmior,etherstar,0.09,2,6.0,3950.54,177.77429999999998
dadmfers,dadmfers,0.03,1,1.0,1975.27,59.2581
doodlemfer,doodle-mfers-official,0.009,1,1.0,1975.27,17.77743
dotdotdot,dotdotdots,0.148,1,3.0,1975.27,292.33995999999996
entretiempos,entretiempos-by-marcelo-soria-rodriguez,0.6950000000000001,2,4.0,3950.54,1372.8126499999998
eth,ens,1.2040000000000002,2,3.0,3950.54,2378.22508
fRiENDSiES,friendsies,1.1623,4,9.0,7901.61,2295.93757
frank,frankfrank,0.7407,5,20.0,9876.35,1463.082489
gameGreenPass,looklab-passes,1.193,3,14408.0,3950.54,2356.49711
gm,cameo-pass,1.32,2,3632.0,3950.54,2607.3563999999997
gn,cameo-pass,0.65,3,3418.0,3950.54,1283.9255
hauspetglobyversion,hauspets,0.38199,4,8.0,7901.08,754.5333873
iNFTPersonalityPod,inft-personality-pod-alethea-ai,0.3,1,2.0,1975.27,592.581
illogic,illogics,2.9464,15,33.0,29629.05,5819.935528
inBetweeners,inbetweeners,1.38,2,4.0,3951.0699999999997,2726.233
invisiblemfers,invisible-mfers,0.011,1,2.0,1975.27,21.72797
isWanderingbortrobotingiesscene,fluf-world-thingies,0.65,1,4.0,1975.27,1283.9255
isoroom,genesis-isoroom,1.056,5,13.0,9876.35,2085.88512
kevinmfer,thekevinmfers,0.006,1,1.0,1975.27,11.85162
lilies,eponym,0.057,1,3.0,1975.27,112.59039
loweffortpunk,low-effort-punks,0.02,2,2.0,3950.54,39.5054
m,m,1.105,4,5.0,7901.08,2182.67335
mem,memsworld,0.4663,3,5.0,5925.8099999999995,921.068401
mfer,mfers,6.62,2,10.0,3951.0699999999997,13078.1954
mferchick,mferchicks,0.7259,3,8.0,5925.8099999999995,1433.848493
mfr,mf3rs,0.15,1,1.0,1975.8,296.37
mniKeys,ghostly-omnichain-keys,0.028999,1,3.0,1975.27,57.28085473
mniPunk,0mni-punks,0.008,1,2.0,1975.27,15.80216
momishornycrypto,unstoppable-domains,0.009,1,1.0,1975.27,17.77743
notBanksy,notbanksyechoes,0.687,1,5.0,1975.27,1357.0104900000001
omgkirbyGENESIS,omgkirby-genesis,0.84999,3,8.0,5925.8099999999995,1678.9597473
parrott_ismArtifexof,artifex,0.1,1,2.0,1975.27,197.52700000000002
phasemoduleaglobeisrollingversion,hausphases,2.4695,2,6.0,3950.54,4877.929265000001
phasemodulethegenerationversion,hausphases,6.9637,5,13.0,9876.35,13755.187699
pixelBirds,pixelbirdsofficial,0.008,1,1.0,1975.27,15.80216
pxMAYC,pxmayc,0.05,1,2.0,1975.27,98.76350000000001
rbaddate,cryptokitties,0.005,1,1.0,1975.27,9.87635
recordplayer,spacepodstuff,0.015,1,240.0,1975.27,29.62905
sCritterz,staked-critterz,0.0789,2,11.0,3950.54,155.848803
significantother,significant-others,0.0099,1,3.0,1975.27,19.555173
sketchymfer,sketchymfers,0.2295,5,8.0,9876.35,453.32446500000003
sunnies,thesunniesnft,0.395,4,6.0,7901.08,780.23165
suwy,thinkandfloat,0.02,1,1.0,1975.27,39.5054
thWonder,8thwonders,0.11,1,3.0,1975.27,217.2797
thechandelier,cryptocoven,0.62,1,2.0,1975.27,1224.6674
thelittles,thelittlesnft,0.595,1,4.0,1975.27,1175.28565
tinycriminals,tiny-criminals,0.121,5,5.0,9876.35,239.00767000000002
tinydinos,tiny-dinos-eth,1.4435,8,20.0,15802.16,2851.302245
tinygirls,tinygirls-eth,0.17029,9,23.0,17777.43,336.3687283
uwucrew,uwucrew,0.5419,2,5.0,3950.54,1070.398813
vSamurai,vsamurai-genesis,0.039,5,13.0,9876.35,77.03553
vesselbam,cryptocoven,0.6,1,2.0,1975.27,1185.162
wierdler,420-weirdlers,0.0689,1,2.0,1975.27,136.096103
xAASC,0xsocialclubexpansion,0.043,3,3.0,5925.8099999999995,84.93661
xAASC,0xsocialclubog,0.3,1,1.0,1975.27,592.581
xApe,0xapes-tribe,0.24000000000000002,2,6.0,3950.54,474.0648
xApe,0xapes-trilogy,3.3309,12,37.0,23703.239999999998,6579.426843
xMAYC,0xmayc-official,0.06899999,4,6.0,7901.08,136.2936102473
xMeebit,0xmeebits,0.012,3,6.0,5925.8099999999995,23.70324
xRed,0xred,0.017363299167126374,1,1.0,1975.27,34.29720394584971
xZuki,0xzuki,0.8049,8,19.0,15803.22,1589.942523
xmfer,xmfers,1.8660999999999999,10,21.0,19753.23,3686.210347
xmfers,0xmfers,0.0196,6,8.0,11851.619999999999,38.715292000000005
Ïmumonen,lootrealms,1.75,1,3.0,1975.27,3456.7225
ἀκτῑς,futuristek-hieroglyphx,0.0777,1,21.0,1975.27,153.47847900000002
𝕄𝕚𝕕𝕟𝕚𝕘𝕙𝕥夏季𝔹𝕣𝕖𝕖𝕫𝕖,midnightbreeze,0.78,2,2.0,3950.54,1540.7106
